PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Delivery_Delay_Days,Discount_Percent,Defect_Rate,Total_Spend
PO-00669,Gamma_Co,2022-12-05,2022-12-17,Packaging,Delivered,1398,75.08,67.09,57.0,Yes,12.0,10.641981885988272,0.0407725321888412,93791.82
PO-00670,Beta_Supplies,2023-07-10,2023-07-17,Packaging,Delivered,565,32.31,29.76,60.0,Yes,7.0,7.892293407613743,0.10619469026548672,16814.4
PO-00671,Epsilon_Group,2023-04-23,2023-05-06,Packaging,Pending,1089,102.66,89.21,33.0,Yes,13.0,13.101500097408925,0.030303030303030304,97149.68999999999
PO-00672,Delta_Logistics,2023-03-02,2023-03-04,Electronics,Delivered,841,86.43,83.77,125.0,No,2.0,3.0776350804119064,0.14863258026159334,70450.56999999999
PO-00673,Delta_Logistics,2022-03-05,2022-03-16,Electronics,Delivered,385,18.23,17.74,0.0,Yes,11.0,2.6878771256171254,0.0,6829.9
PO-00674,Epsilon_Group,2022-07-31,2022-08-17,Office Supplies,Delivered,1832,49.01,41.86,52.0,Yes,17.0,14.58885941644562,0.028384279475982533,76687.52
PO-00675,Beta_Supplies,2023-03-07,2023-03-27,Raw Materials,Delivered,307,95.36,83.63,29.0,Yes,20.0,12.300755033557051,0.09446254071661238,25674.41
PO-00676,Epsilon_Group,2023-02-03,2023-02-08,Office Supplies,Delivered,546,101.2,97.82,21.0,Yes,5.0,3.33992094861661,0.038461538461538464,53409.719999999994
PO-00677,Delta_Logistics,2023-08-22,2023-09-11,Raw Materials,Delivered,945,57.01,55.14,147.0,No,20.0,3.2801262936326916,0.15555555555555556,52107.3
PO-00678,Delta_Logistics,2023-12-14,2023-12-27,MRO,Pending,209,72.71,64.34,39.0,Yes,13.0,11.51148397744463,0.18660287081339713,13447.060000000001
PO-00679,Beta_Supplies,2022-01-21,,Packaging,Delivered,1548,25.03,22.87,0.0,Yes,,8.629644426687975,0.0,35402.76
PO-00680,Delta_Logistics,2023-08-13,2023-08-23,Raw Materials,Delivered,901,108.63,106.3,141.0,Yes,10.0,2.1448955168922015,0.1564927857935627,95776.3
PO-00681,Epsilon_Group,2023-01-25,2023-02-11,Packaging,Delivered,1737,32.7,31.02,48.0,Yes,17.0,5.137614678899092,0.027633851468048358,53881.74
PO-00682,Beta_Supplies,2023-05-04,2023-05-22,Raw Materials,Delivered,1981,102.43,90.99,204.0,Yes,18.0,11.168602948354984,0.10297829379101464,180251.19
PO-00683,Epsilon_Group,2022-01-07,2022-01-26,MRO,Pending,739,68.47,66.09,19.0,Yes,19.0,3.475974879509267,0.02571041948579161,48840.51
PO-00684,Beta_Supplies,2022-12-27,2022-12-28,Raw Materials,Delivered,1748,68.25,62.84,171.0,Yes,1.0,7.926739926739922,0.09782608695652174,109844.32
PO-00685,Delta_Logistics,2022-11-02,2022-11-06,Office Supplies,Cancelled,429,58.95,55.35,59.0,No,4.0,6.106870229007636,0.13752913752913754,23745.15
PO-00686,Gamma_Co,2023-02-04,,Electronics,Delivered,1618,32.76,28.41,62.0,Yes,,13.278388278388272,0.038318912237330034,45967.38
PO-00687,Beta_Supplies,2023-03-06,2023-03-07,Packaging,Delivered,1006,27.7,23.66,101.0,No,1.0,14.58483754512635,0.10039761431411531,23801.96
PO-00688,Beta_Supplies,2023-07-06,2023-07-15,Electronics,Partially Delivered,740,32.53,29.35,84.0,Yes,9.0,9.775591761450968,0.11351351351351352,21719.0
PO-00689,Gamma_Co,2023-07-14,,Raw Materials,Delivered,1500,29.19,27.24,72.0,Yes,,6.680369989722518,0.048,40860.0
PO-00690,Delta_Logistics,2023-09-10,2023-09-29,Office Supplies,Cancelled,1686,88.18,77.15,0.0,Yes,19.0,12.508505330006805,0.0,130074.90000000001
PO-00691,Epsilon_Group,2022-08-14,2022-08-16,Raw Materials,Cancelled,1341,42.96,41.75,39.0,Yes,2.0,2.8165735567970223,0.029082774049217,55986.75
PO-00692,Alpha_Inc,2023-05-15,2023-05-21,MRO,Cancelled,1908,16.42,15.31,36.0,Yes,6.0,6.760048721071871,0.018867924528301886,29211.48
PO-00693,Gamma_Co,2022-08-13,2022-09-02,MRO,Partially Delivered,1650,100.62,90.45,85.0,Yes,20.0,10.107334525939178,0.051515151515151514,149242.5
PO-00694,Alpha_Inc,2022-10-07,2022-10-20,MRO,Delivered,1490,93.57,81.68,29.0,Yes,13.0,12.70706422998823,0.019463087248322148,121703.20000000001
PO-00695,Delta_Logistics,2023-03-23,2023-03-31,Raw Materials,Delivered,1241,100.04,97.56,187.0,Yes,8.0,2.4790083966413476,0.1506849315068493,121071.96
PO-00696,Beta_Supplies,2023-05-13,2023-05-17,MRO,Delivered,1915,107.51,102.66,184.0,Yes,4.0,4.5112082596967795,0.09608355091383812,196593.9
PO-00697,Beta_Supplies,2022-01-30,2022-02-14,Raw Materials,Delivered,1116,25.65,24.28,121.0,Yes,15.0,5.341130604288489,0.10842293906810035,27096.48
PO-00698,Delta_Logistics,2023-02-03,2023-02-08,Raw Materials,Delivered,1629,48.63,43.28,260.0,Yes,5.0,11.001439440674483,0.1596071209330878,70503.12
PO-00699,Epsilon_Group,2022-12-11,2022-12-18,Office Supplies,Delivered,334,82.54,74.63,0.0,Yes,7.0,9.583232372183197,0.0,24926.42
PO-00700,Epsilon_Group,2023-11-16,2023-12-06,Packaging,Delivered,446,80.63,70.37,0.0,Yes,20.0,12.724792260945048,0.0,31385.02
PO-00701,Delta_Logistics,2023-11-27,,Electronics,Delivered,61,26.47,24.62,6.0,Yes,,6.989044200982236,0.09836065573770492,1501.8200000000002
PO-00702,Delta_Logistics,2023-02-19,2023-02-21,Packaging,Delivered,1680,88.85,87.53,0.0,Yes,2.0,1.4856499718626823,0.0,147050.4
PO-00703,Delta_Logistics,2022-06-19,2022-07-06,Electronics,Delivered,1375,30.95,30.02,223.0,Yes,17.0,3.004846526655896,0.16218181818181818,41277.5
PO-00704,Delta_Logistics,2023-04-24,2023-05-05,Electronics,Partially Delivered,1971,32.4,30.48,321.0,Yes,11.0,5.92592592592592,0.1628614916286149,60076.08
PO-00705,Delta_Logistics,2022-05-11,,Raw Materials,Pending,1326,59.49,56.21,0.0,Yes,,5.513531685997648,0.0,74534.46
PO-00706,Delta_Logistics,2023-09-30,2023-10-13,MRO,Cancelled,548,69.7,61.87,90.0,Yes,13.0,11.23385939741751,0.16423357664233576,33904.76
PO-00707,Beta_Supplies,2023-07-01,2023-07-07,MRO,Delivered,803,67.81,61.53,78.0,Yes,6.0,9.26117091874355,0.09713574097135741,49408.590000000004
PO-00708,Alpha_Inc,2022-01-28,2022-02-15,MRO,Delivered,84,18.23,15.55,0.0,Yes,18.0,14.701042238069114,0.0,1306.2
PO-00709,Epsilon_Group,2023-02-08,2023-02-20,Packaging,Delivered,776,94.75,90.89,19.0,Yes,12.0,4.073878627968337,0.024484536082474227,70530.64
PO-00710,Alpha_Inc,2023-08-30,2023-09-08,MRO,Delivered,898,37.12,35.54,18.0,No,9.0,4.256465517241375,0.0200445434298441,31914.92
PO-00711,Beta_Supplies,2023-08-01,2023-08-08,Office Supplies,Cancelled,139,23.71,20.18,14.0,Yes,7.0,14.888232813159007,0.10071942446043165,2805.02
PO-00712,Gamma_Co,2023-11-10,,Raw Materials,Delivered,825,99.89,97.65,30.0,Yes,,2.2424667133847183,0.03636363636363636,80561.25
PO-00713,Alpha_Inc,2022-01-28,2022-02-07,MRO,Delivered,654,96.01,90.31,10.0,Yes,10.0,5.936881574835957,0.01529051987767584,59062.74
PO-00714,Gamma_Co,2022-03-27,2022-04-06,MRO,Delivered,1995,88.47,82.65,87.0,No,10.0,6.57850118684299,0.04360902255639098,164886.75
PO-00715,Beta_Supplies,2023-10-21,2023-10-28,MRO,Delivered,1019,91.56,77.93,111.0,No,7.0,14.88641328090869,0.10893032384690873,79410.67000000001
PO-00716,Epsilon_Group,2023-03-15,2023-03-31,Packaging,Pending,1675,73.8,65.34,42.0,Yes,16.0,11.463414634146334,0.02507462686567164,109444.5
PO-00717,Gamma_Co,2022-05-19,2022-05-31,Raw Materials,Pending,1071,60.77,58.5,0.0,Yes,12.0,3.7353957544841254,0.0,62653.5
PO-00718,Beta_Supplies,2023-04-18,2023-04-27,Office Supplies,Delivered,467,19.17,17.11,49.0,Yes,9.0,10.745957224830475,0.10492505353319058,7990.37
PO-00719,Delta_Logistics,2022-07-06,2022-07-25,MRO,Pending,164,48.16,47.46,27.0,Yes,19.0,1.4534883720930145,0.16463414634146342,7783.4400000000005
PO-00720,Epsilon_Group,2022-02-21,2022-03-06,Electronics,Cancelled,666,43.76,41.13,18.0,Yes,13.0,6.010054844606937,0.02702702702702703,27392.58
PO-00721,Delta_Logistics,2022-09-24,2022-10-07,Packaging,Partially Delivered,1976,34.71,31.56,286.0,No,13.0,9.075194468452901,0.14473684210526316,62362.56
PO-00722,Epsilon_Group,2023-01-24,2023-01-29,MRO,Delivered,1269,79.61,71.86,47.0,Yes,5.0,9.734957919859315,0.037037037037037035,91190.34
PO-00723,Epsilon_Group,2022-12-02,2022-12-12,MRO,Delivered,875,57.63,51.8,16.0,Yes,10.0,10.116258892937715,0.018285714285714287,45325.0
PO-00724,Alpha_Inc,2022-08-05,,Packaging,Partially Delivered,1574,17.9,15.85,31.0,Yes,,11.452513966480442,0.019695044472681066,24947.899999999998
PO-00725,Epsilon_Group,2023-04-11,2023-04-26,Office Supplies,Partially Delivered,1699,32.05,29.34,69.0,Yes,15.0,8.455538221528853,0.04061212477928193,49848.659999999996
PO-00726,Alpha_Inc,2022-12-01,2022-12-17,Electronics,Delivered,1566,75.43,71.27,27.0,Yes,16.0,5.515047063502599,0.017241379310344827,111608.81999999999
PO-00727,Gamma_Co,2022-12-12,2022-12-30,Electronics,Delivered,1148,17.78,17.16,61.0,Yes,18.0,3.487064116985382,0.05313588850174216,19699.68
PO-00728,Epsilon_Group,2023-01-24,2023-02-11,Office Supplies,Delivered,462,91.81,83.14,11.0,Yes,18.0,9.443415749918312,0.023809523809523808,38410.68
PO-00729,Gamma_Co,2022-10-12,2022-10-17,Packaging,Delivered,1449,57.02,49.28,71.0,Yes,5.0,13.574184496667838,0.04899930986887509,71406.72
PO-00730,Epsilon_Group,2023-03-08,2023-03-27,MRO,Delivered,1493,56.98,52.51,43.0,Yes,19.0,7.8448578448578425,0.028801071667782986,78397.43
PO-00731,Alpha_Inc,2022-09-16,2022-09-18,Office Supplies,Delivered,778,65.85,62.08,0.0,No,2.0,5.725132877752462,0.0,48298.24
PO-00732,Delta_Logistics,2022-03-25,2022-04-11,Packaging,Partially Delivered,1350,85.06,82.34,0.0,No,17.0,3.1977427698095444,0.0,111159.0
PO-00733,Epsilon_Group,2023-04-27,2023-05-05,Packaging,Delivered,1070,44.4,40.07,26.0,Yes,8.0,9.752252252252248,0.024299065420560748,42874.9
PO-00734,Beta_Supplies,2022-01-20,2022-02-03,Packaging,Pending,810,71.02,66.8,73.0,Yes,14.0,5.941988172345817,0.09012345679012346,54108.0
PO-00735,Delta_Logistics,2023-07-07,2023-07-23,Packaging,Cancelled,725,66.4,62.1,118.0,Yes,16.0,6.475903614457837,0.16275862068965516,45022.5
PO-00736,Alpha_Inc,2022-02-23,2022-02-28,Electronics,Delivered,1467,34.2,30.5,25.0,Yes,5.0,10.818713450292405,0.017041581458759374,44743.5
PO-00737,Beta_Supplies,2022-12-25,2023-01-12,Packaging,Delivered,1942,93.98,81.31,198.0,Yes,18.0,13.481591828048522,0.101956745623069,157904.02000000002
PO-00738,Gamma_Co,2022-08-18,,Office Supplies,Delivered,506,84.63,72.69,20.0,Yes,,14.108472172988302,0.039525691699604744,36781.14
PO-00739,Alpha_Inc,2023-10-28,2023-11-13,MRO,Delivered,969,76.53,75.64,30.0,Yes,16.0,1.1629426368744291,0.030959752321981424,73295.16
PO-00740,Delta_Logistics,2022-03-12,2022-03-19,MRO,Delivered,241,87.42,82.15,0.0,Yes,7.0,6.028368794326236,0.0,19798.15
PO-00741,Gamma_Co,2023-10-30,2023-11-09,Raw Materials,Delivered,788,97.3,94.44,32.0,Yes,10.0,2.9393627954779027,0.04060913705583756,74418.72
PO-00742,Gamma_Co,2022-02-11,2022-02-13,Office Supplies,Delivered,1762,74.12,65.71,94.0,Yes,2.0,11.346465191581233,0.053348467650397274,115781.01999999999
PO-00743,Alpha_Inc,2022-02-01,,Raw Materials,Pending,1172,85.76,81.43,25.0,Yes,,5.048973880597012,0.021331058020477817,95435.96
PO-00744,Delta_Logistics,2022-09-11,2022-09-30,Office Supplies,Delivered,1621,75.68,73.78,226.0,No,19.0,2.5105708245243203,0.13942011104256632,119597.38
PO-00745,Alpha_Inc,2022-07-24,2022-07-26,Packaging,Delivered,1027,73.35,65.42,24.0,No,2.0,10.811179277436937,0.023369036027263874,67186.34
PO-00746,Beta_Supplies,2022-01-21,,Raw Materials,Delivered,1058,65.68,57.21,101.0,Yes,,12.895858708891602,0.09546313799621928,60528.18
PO-00747,Beta_Supplies,2023-09-29,2023-10-05,Packaging,Delivered,145,85.52,81.86,11.0,No,6.0,4.279700654817583,0.07586206896551724,11869.7
PO-00748,Epsilon_Group,2022-06-06,,Office Supplies,Delivered,1737,24.88,24.28,46.0,Yes,,2.411575562700956,0.02648244099021301,42174.36
PO-00749,Gamma_Co,2022-09-02,2022-09-15,Electronics,Delivered,712,92.85,89.39,43.0,Yes,13.0,3.7264404954227186,0.060393258426966294,63645.68
PO-00750,Epsilon_Group,2022-05-10,2022-05-16,Electronics,Delivered,1263,90.24,86.84,28.0,Yes,6.0,3.7677304964538916,0.022169437846397466,109678.92
PO-00751,Delta_Logistics,2023-04-30,,Electronics,Delivered,1809,13.58,12.68,0.0,No,,6.627393225331373,0.0,22938.12
PO-00752,Beta_Supplies,2023-11-17,,Electronics,Cancelled,86,93.6,88.22,5.0,Yes,,5.747863247863243,0.05813953488372093,7586.92
PO-00753,Epsilon_Group,2022-04-28,,MRO,Delivered,1853,21.92,20.72,0.0,Yes,,5.474452554744539,0.0,38394.159999999996
PO-00754,Beta_Supplies,2023-08-01,2023-08-02,Electronics,Delivered,1442,43.98,41.82,140.0,No,1.0,4.911323328785804,0.0970873786407767,60304.44
PO-00755,Beta_Supplies,2022-08-12,2022-09-01,Office Supplies,Pending,1768,79.61,74.97,207.0,No,20.0,5.828413515889965,0.1170814479638009,132546.96
PO-00756,Beta_Supplies,2023-04-22,2023-05-03,Electronics,Partially Delivered,1598,26.3,26.03,154.0,No,11.0,1.0266159695817474,0.09637046307884856,41595.94
PO-00757,Alpha_Inc,2023-12-18,2024-01-05,MRO,Cancelled,328,93.23,82.63,6.0,Yes,18.0,11.369730773356226,0.018292682926829267,27102.64
PO-00758,Epsilon_Group,2022-09-20,2022-09-25,Packaging,Delivered,266,88.29,80.22,4.0,Yes,5.0,9.14033299354401,0.015037593984962405,21338.52
PO-00759,Gamma_Co,2023-01-13,2023-01-28,Raw Materials,Delivered,916,59.01,53.37,47.0,Yes,15.0,9.557702084392478,0.05131004366812227,48886.92
PO-00760,Epsilon_Group,2022-06-21,2022-06-25,Packaging,Cancelled,922,10.84,9.27,29.0,Yes,4.0,14.483394833948344,0.031453362255965296,8546.94
PO-00761,Gamma_Co,2023-09-13,2023-09-28,Packaging,Delivered,1871,39.42,37.41,101.0,No,15.0,5.098934550989358,0.053981827899518976,69994.11
PO-00762,Epsilon_Group,2023-09-14,2023-09-20,Raw Materials,Delivered,1346,72.08,67.04,38.0,Yes,6.0,6.992230854605983,0.02823179791976226,90235.84000000001
PO-00763,Epsilon_Group,2022-04-28,2022-05-09,Electronics,Delivered,1954,99.78,87.47,57.0,Yes,11.0,12.337141711765886,0.02917093142272262,170916.38
PO-00764,Beta_Supplies,2022-06-17,2022-07-06,Electronics,Delivered,111,68.53,65.22,11.0,Yes,19.0,4.830001459214945,0.0990990990990991,7239.42
PO-00765,Gamma_Co,2022-11-15,2022-11-22,Office Supplies,Pending,645,35.05,30.88,27.0,Yes,7.0,11.897289586305273,0.04186046511627907,19917.6
PO-00766,Gamma_Co,2022-04-21,2022-05-04,Electronics,Cancelled,1953,68.07,62.95,87.0,Yes,13.0,7.52166887028058,0.0445468509984639,122941.35
PO-00767,Gamma_Co,2023-08-16,2023-09-02,Electronics,Delivered,778,64.17,61.6,47.0,Yes,17.0,4.004986753934861,0.060411311053984576,47924.8
PO-00768,Epsilon_Group,2022-01-27,2022-02-09,Office Supplies,Delivered,1415,80.19,78.34,0.0,Yes,13.0,2.307020825539337,0.0,110851.1
PO-00769,Gamma_Co,2022-11-16,2022-11-22,Raw Materials,Delivered,446,20.61,19.46,14.0,Yes,6.0,5.579815623483738,0.03139013452914798,8679.16
PO-00770,Epsilon_Group,2023-08-13,,Office Supplies,Delivered,748,85.95,79.16,32.0,Yes,,7.8999418266434045,0.0427807486631016,59211.68
PO-00771,Alpha_Inc,2023-11-25,2023-12-03,Electronics,Pending,1092,65.17,63.11,21.0,Yes,8.0,3.1609636335737337,0.019230769230769232,68916.12
PO-00772,Beta_Supplies,2023-01-20,2023-02-02,Electronics,Delivered,226,102.47,99.16,28.0,Yes,13.0,3.2302137210891013,0.12389380530973451,22410.16
PO-00773,Delta_Logistics,2023-02-11,2023-02-20,Electronics,Delivered,1685,43.42,42.24,262.0,Yes,9.0,2.717641639797328,0.15548961424332344,71174.40000000001
PO-00774,Alpha_Inc,2022-07-23,,Office Supplies,Delivered,445,68.94,60.35,7.0,Yes,,12.460110240789087,0.015730337078651686,26855.75
PO-00775,Gamma_Co,2022-03-19,2022-04-07,Raw Materials,Delivered,494,94.82,81.89,29.0,Yes,19.0,13.63636363636363,0.058704453441295545,40453.66
PO-00776,Beta_Supplies,2023-08-30,2023-09-11,MRO,Delivered,1306,21.05,18.27,128.0,Yes,12.0,13.206650831353924,0.09800918836140889,23860.62
PO-00777,Beta_Supplies,2023-12-09,2023-12-11,Office Supplies,Delivered,1988,105.2,93.23,187.0,Yes,2.0,11.378326996197718,0.09406438631790745,185341.24000000002
